price,year,body_type,volume,fuel,gearbox,type,brand,model
2400000,2007,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2112
800000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1900000,2010,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
4267911,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
850000,2009,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
450000,2001,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
1450000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2900000,2013,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
800000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1900000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
5561231,2021,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
4150000,2019,хэтчбек,1.8,бензин,робот,Б/у,ВАЗ,XRAY
1990000,2013,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
850000,1998,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
4750000,2024,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
250000,2008,седан,1.6,газ,механика,Б/у,ВАЗ,2107
550000,1998,универсал,1.5,бензин,механика,Б/у,ВАЗ,2104
6000000,2020,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
900000,2009,седан,1.6,бензин,Правый руль,Б/у,ВАЗ,Priora 2170
2800000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
3950000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
600000,2002,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2108
2800000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3900000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
270000,1997,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
1000000,2009,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
5000000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
3800000,2018,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1050000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
4600000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
700000,1998,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
350000,1992,седан,1.5,бензин,механика,Б/у,ВАЗ,2105
2000000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2600000,2019,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
650000,1999,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
1000000,2001,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
2650000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
490000,2004,универсал,1.6,бензин,механика,Б/у,ВАЗ,2104
650000,2003,седан,1.6,бензин,механика,Б/у,ВАЗ,21099
2650000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
650000,2003,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
5000000,2024,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1600000,2005,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
850000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
1450000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
950000,2008,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
800000,2007,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
2600000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
3750000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
5250000,2020,универсал,1.6,бензин,механика,Б/у,ВАЗ,Vesta Cross
350000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
350000,2007,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
600000,2003,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
500000,2013,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
3100000,2012,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
800000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
2500000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
200000,1996,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
1400000,2006,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
700000,2008,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
800000,2003,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
3490000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
350000,1997,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
1100000,2010,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
5600000,2021,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
2600000,2016,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1700000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1117
1440000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
2900000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2320000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
2300000,2013,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
950000,2009,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
700000,2011,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
1250000,2013,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
350000,1989,хэтчбек,1.5,бензин,Правый руль,Б/у,ВАЗ,2108
4700000,2015,седан,1.6,бензин,робот,Б/у,ВАЗ,Priora 2170
3500000,2014,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2131 (5-ти дверный)
2100000,2012,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
2200000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
450000,2013,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
3300000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1270000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2192
3400000,2019,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,XRAY
2490000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1888888,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
450000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
2500000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1000000,2006,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
3800000,2019,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
450000,1988,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
900000,2007,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
1200000,2005,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1200000,2006,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
350000,2014,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
500000,2002,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
700000,2006,седан,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1118
1550000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
650000,1998,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
4100000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
1000000,2008,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
850000,2002,седан,1.3,бензин,механика,Б/у,ВАЗ,21099
4500000,2019,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
150000,2004,седан,1.3,бензин,механика,Б/у,ВАЗ,2106
1800000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
550000,2003,универсал,1.5,бензин,механика,Б/у,ВАЗ,2111
900000,2002,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
4000000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
550000,1996,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
2600000,2013,седан,1.6,газ-бензин,автомат,Б/у,ВАЗ,Granta 2190
980000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2150000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
4000000,2017,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1700000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
900000,2007,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
350000,2005,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2112
7500000,2025,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1400000,2004,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
700000,2007,седан,1.7,бензин,механика,Б/у,ВАЗ,2107
850000,2003,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
2000000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
500000,2005,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1100000,2006,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
850000,1995,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
750000,2001,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2108
550000,2004,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
250000,1998,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
1400000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
6500000,2022,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
550000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
700000,1994,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
2000000,2006,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
3500000,2019,хэтчбек,1.8,бензин,робот,Б/у,ВАЗ,XRAY
3000000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta
657491,2000,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
1100000,2004,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2000000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1300000,2010,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
2200000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
1050000,2009,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1700000,2016,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1780000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
6700000,2023,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
400000,1993,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
600000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1250000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2780000,2021,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
2300000,2013,универсал,1.6,газ-бензин,механика,Б/у,ВАЗ,Priora 2171
4250000,2020,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
700000,2003,универсал,1.5,бензин,механика,Б/у,ВАЗ,2111
1450000,2012,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1250000,2010,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2850000,2017,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
500000,2004,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
340000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
7000000,2021,универсал,1.6,бензин,вариатор,Б/у,ВАЗ,Vesta SW Cross
1390000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
5800000,2021,универсал,1.6,бензин,механика,Б/у,ВАЗ,Vesta Cross
1000000,2000,седан,1.3,бензин,механика,Б/у,ВАЗ,2106
5600000,2022,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
1600000,2010,седан,1.6,бензин,механика,Б/у,ВАЗ,2105
5500000,2025,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1300000,2011,седан,1.7,бензин,механика,Б/у,ВАЗ,2107
1800000,2012,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Priora 2170
6000000,2021,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
2500000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
2200000,2019,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1200000,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2108
3750000,2020,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
4800000,2022,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
500000,1975,седан,1.3,бензин,механика,Б/у,ВАЗ,2101
1700000,2010,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
450000,1975,седан,1.3,бензин,механика,Б/у,ВАЗ,2103
6300000,2021,универсал,1.6,бензин,вариатор,Б/у,ВАЗ,Vesta SW Cross
4650000,2019,лифтбек,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2191
1100000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2400000,2018,лифтбек,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2191
1300000,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1200000,1995,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2109
1700000,2011,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2131 (5-ти дверный)
1500000,2010,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
2900000,2016,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2300000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1200000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1117
5200000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
390000,1973,седан,1.3,бензин,механика,Б/у,ВАЗ,2101
4650000,2019,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
440000,2002,хэтчбек,1.8,газ-бензин,механика,Б/у,ВАЗ,2109
4200000,2019,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
4990000,2019,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus Cross
1000000,2009,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
950000,1981,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
800000,2004,универсал,1.5,бензин,механика,Б/у,ВАЗ,2111
1300000,1990,седан,1.5,бензин,механика,Б/у,ВАЗ,2105
4800000,2022,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
500000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2110
4200000,2017,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
4090000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1350000,2011,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
3900000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
400000,2003,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
1700000,2006,седан,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1118
6222200,2020,седан,1.6,бензин,вариатор,Б/у,ВАЗ,Vesta
2290000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
2500000,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2112
460000,2002,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
750000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1118
500000,2006,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
1467000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
4000000,2018,универсал,1.6,бензин,автомат,Б/у,ВАЗ,Kalina 2194
1550000,2002,седан,1.6,бензин,механика,Б/у,ВАЗ,21099
900000,2010,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
1200000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2192
5450000,2024,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3950000,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
800000,2006,седан,1.5,газ-бензин,механика,Б/у,ВАЗ,2115
1900000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
2770000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
880000,2006,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
650000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1500000,2005,хэтчбек,1.6,гибрид,механика,Б/у,ВАЗ,2112
4600000,2018,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
700000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
280000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
600000,1993,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
500000,2001,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2112
900000,1992,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
4600000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
900000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
600000,2000,седан,1.3,бензин,механика,Б/у,ВАЗ,2106
5000000,2015,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
800000,2002,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
2950000,2017,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
6361513,2021,универсал,1.6,бензин,механика,Б/у,ВАЗ,Vesta SW Cross
600000,2008,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1800000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
400000,2009,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
1630000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
900000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
260000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
5000000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
3300000,2018,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
480000,1992,седан,1.6,бензин,механика,Б/у,ВАЗ,2106
1900000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
5000000,2020,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1500000,2011,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
950000,2009,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
2250000,2014,универсал,1.6,газ-бензин,механика,Б/у,ВАЗ,Priora 2171
1350000,2011,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
3400000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
1349000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1100000,2007,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
1300000,2006,седан,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1118
750000,2000,универсал,1.6,бензин,механика,Б/у,ВАЗ,2111
3600000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
480000,2002,купе,1.5,газ-бензин,механика,Б/у,ВАЗ,2110
500000,2008,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
850000,2010,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
1150000,2011,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
300000,2013,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
1500000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
720000,2006,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
700000,2012,седан,1.5,газ-бензин,механика,Б/у,ВАЗ,2110
2500000,2017,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Vesta
1300000,2000,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
5500000,2021,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
800000,2007,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
350000,1998,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
2600000,2013,универсал,1.6,бензин,автомат,Б/у,ВАЗ,Kalina 2194
5197833,2022,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
4000000,2020,седан,1.6,бензин,автомат,Б/у,ВАЗ,Granta 2190
600000,1997,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
4500000,2018,седан,1.6,бензин,робот,Б/у,ВАЗ,Vesta
3100000,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
2451517,2013,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
900000,2000,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
650000,2007,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
450000,1981,седан,1.2,бензин,механика,Б/у,ВАЗ,2101
2950000,2014,лифтбек,1.6,бензин,механика,Б/у,ВАЗ,Granta 2191
750000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1300030,2012,хэтчбек,1.6,бензин,Правый руль,Б/у,ВАЗ,2114
350000,1999,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2108
4400000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
3300000,2018,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
2200000,2014,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
800000,1998,седан,1.5,бензин,механика,Б/у,ВАЗ,2107
2750000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
599990,2006,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
3235000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
6700000,2022,универсал,1.8,бензин,механика,Б/у,ВАЗ,Vesta SW Cross
2000000,2013,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2131 (5-ти дверный)
4200000,2017,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1781379,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
500000,1997,универсал,1.5,бензин,механика,Б/у,ВАЗ,2104
3970000,2015,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
2300000,2013,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
1700000,2007,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
2450000,2012,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
2900000,2018,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
4000000,2016,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
1600000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
800000,2000,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
800000,2003,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
900000,2006,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
3290000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3600000,2018,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
650000,2004,универсал,1.5,бензин,механика,Б/у,ВАЗ,2104
1850000,2013,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1200000,2002,седан,1.6,бензин,механика,Б/у,ВАЗ,21099
800000,1982,внедорожник,1.6,бензин,механика,Б/у,ВАЗ,Lada 2121
4400000,2020,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
3800000,2017,универсал,1.6,бензин,механика,Б/у,ВАЗ,Largus
800000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
900000,2004,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
1500000,2005,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,2123
1350000,2003,седан,1.6,бензин,механика,Б/у,ВАЗ,21099
650000,2008,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
7150000,2021,универсал,1.6,бензин,вариатор,Б/у,ВАЗ,Vesta SW Cross
750000,2002,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
1530000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
2700000,2017,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1500000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
1050000,2011,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1117
700000,2002,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
2400000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
750000,1986,хэтчбек,1.3,бензин,механика,Б/у,ВАЗ,2108
6500000,2022,универсал,1.6,бензин,механика,Б/у,ВАЗ,Vesta SW
400000,2008,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
1500000,2009,седан,1.6,бензин,механика,Б/у,ВАЗ,Priora 2170
1800000,2012,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
500000,2003,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2109
980000,2001,седан,1.5,бензин,механика,Б/у,ВАЗ,21099
450000,1985,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
1100000,2012,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Priora 2172
800000,2013,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
700000,2010,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
3100000,2016,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
1650000,2012,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
3700000,2014,фургон,1.6,бензин,механика,Б/у,ВАЗ,Largus (фургон)
850000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2115
1500000,2005,седан,1.5,бензин,механика,Б/у,ВАЗ,2115
1000000,1988,седан,1.3,бензин,механика,Б/у,ВАЗ,2106
1350000,2011,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,Kalina 1119
3500000,2018,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Lada 2121
515000,2001,седан,1.5,бензин,механика,Б/у,ВАЗ,2110
600000,2004,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
2450000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Priora 2171
6000000,2021,внедорожник,1.7,бензин,механика,Б/у,ВАЗ,Niva Travel
2600000,2014,универсал,1.6,бензин,механика,Б/у,ВАЗ,Kalina 2194
550000,2005,седан,1.6,бензин,механика,Б/у,ВАЗ,2107
1690000,2010,хэтчбек,1.6,бензин,механика,Б/у,ВАЗ,2114
3900000,2020,седан,1.6,бензин,механика,Б/у,ВАЗ,Vesta
1800000,2013,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2114
2850000,2014,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
3700000,2017,седан,1.6,газ-бензин,механика,Б/у,ВАЗ,Vesta
4300000,2021,седан,1.6,бензин,механика,Б/у,ВАЗ,Granta 2190
900000,2004,хэтчбек,1.5,бензин,механика,Б/у,ВАЗ,2112
340000,2002,седан,1.5,бензин,механика,Б/у,ВАЗ,2106
